rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbperlim,pl_orbsmax,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenlim,pl_orbincl,pl_orbincllim,pl_bmassj,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjlim,pl_dens,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,st_teff,st_tefflim,st_teffblend,st_mass,st_masslim,st_massblend,st_rad,st_radlim,st_radblend,TEFF_COLOR,PL_TYPE,PA
1,746,a,Direct Imaging,3,12013.8,0,14.0184,0,0,0,46.7778,0,0.00443183,0,Mass,0.0999983,0,--,--,0,0,0,0,00h09m10.69s,2.29452,+59d08m59.2s,59.1498,16.6973,0,2.28,0,0,0,V (Johnson),6820,0,0,2.54633,0,0,3.90556,0,0,--,Cold_Earth,72.2639
2,746,b,Direct Imaging,3,1145.01,0,2.92495,0,0,0,44.6142,0,0.0131784,0,Mass,0.157105,0,--,--,0,0,0,0,00h09m10.69s,2.29452,+59d08m59.2s,59.1498,16.6973,0,2.28,0,0,0,V (Johnson),6820,0,0,2.54633,0,0,3.90556,0,0,--,Hot_Neptune,72.2639
3,746,c,Direct Imaging,3,3881.4,0,6.6004,0,0,0,45.0273,0,1.00076,0,Mass,1.03272,0,--,--,0,0,0,0,00h09m10.69s,2.29452,+59d08m59.2s,59.1498,16.6973,0,2.28,0,0,0,V (Johnson),6820,0,0,2.54633,0,0,3.90556,0,0,--,Warm_Jupiter,72.2639
4,1599,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,00h20m04.26s,5.01775,-64d52m29.2s,-64.8748,8.59254,0,4.23,0,0,0,V (Johnson),5979.2,0,0,1.06368,0,0,1.03862,0,0,--,--,--
5,2021,a,Direct Imaging,3,26.0563,0,0.193884,0,0,0,159.166,0,0.00791125,0,Mass,0.121305,0,--,--,0,0,0,0,00h25m45.07s,6.4378,-77d15m15.3s,-77.2542,7.47496,0,2.82,0,0,0,V (Johnson),5826.2,0,0,1.43213,0,0,1.81732,0,0,--,Hot_Earth,84.9264
6,2021,b,Direct Imaging,3,15.7712,0,0.138732,0,0,0,159.753,0,0.00812621,0,Mass,0.122394,0,--,--,0,0,0,0,00h25m45.07s,6.4378,-77d15m15.3s,-77.2542,7.47496,0,2.82,0,0,0,V (Johnson),5826.2,0,0,1.43213,0,0,1.81732,0,0,--,Hot_Earth,84.9264
7,2021,c,Direct Imaging,3,24.3485,0,0.185317,0,0,0,157.624,0,0.0203407,0,Mass,0.201329,0,--,--,0,0,0,0,00h25m45.07s,6.4378,-77d15m15.3s,-77.2542,7.47496,0,2.82,0,0,0,V (Johnson),5826.2,0,0,1.43213,0,0,1.81732,0,0,--,Hot_Neptune,84.9264
8,3821,a,Direct Imaging,6,13.2539,0,0.111676,0,0,0,-32.7347,0,0.000646443,0,Mass,0.0526391,0,--,--,0,0,0,0,00h49m06.29s,12.2762,+57d48m54.7s,57.8152,5.95273,0,3.46,0,0,0,V (Johnson),5938.1,0,0,1.05774,0,0,1.03912,0,0,--,Hot_Earth,258.095
9,3821,b,Direct Imaging,6,469.725,0,1.20493,0,0,0,-32.8399,0,0.00101494,0,Mass,0.0611802,0,--,--,0,0,0,0,00h49m06.29s,12.2762,+57d48m54.7s,57.8152,5.95273,0,3.46,0,0,0,V (Johnson),5938.1,0,0,1.05774,0,0,1.03912,0,0,--,Warm_Earth,258.095
10,3821,c,Direct Imaging,6,7431.62,0,7.59372,0,0,0,-34.8676,0,0.00219389,0,Mass,0.0791049,0,--,--,0,0,0,0,00h49m06.29s,12.2762,+57d48m54.7s,57.8152,5.95273,0,3.46,0,0,0,V (Johnson),5938.1,0,0,1.05774,0,0,1.03912,0,0,--,Cold_Earth,258.095
11,3821,d,Direct Imaging,6,54.7085,0,0.287366,0,0,0,-35.4534,0,0.0137419,0,Mass,0.160909,0,--,--,0,0,0,0,00h49m06.29s,12.2762,+57d48m54.7s,57.8152,5.95273,0,3.46,0,0,0,V (Johnson),5938.1,0,0,1.05774,0,0,1.03912,0,0,--,Hot_Neptune,258.095
12,3821,e,Direct Imaging,6,50.2586,0,0.271564,0,0,0,-36.3077,0,0.0184079,0,Mass,0.190164,0,--,--,0,0,0,0,00h49m06.29s,12.2762,+57d48m54.7s,57.8152,5.95273,0,3.46,0,0,0,V (Johnson),5938.1,0,0,1.05774,0,0,1.03912,0,0,--,Hot_Neptune,258.095
13,3821,f,Direct Imaging,6,755.25,0,1.65371,0,0,0,-35.6655,0,0.0119111,0,Mass,0.148285,0,--,--,0,0,0,0,00h49m06.29s,12.2762,+57d48m54.7s,57.8152,5.95273,0,3.46,0,0,0,V (Johnson),5938.1,0,0,1.05774,0,0,1.03912,0,0,--,Warm_Neptune,258.095
14,7513,a,Direct Imaging,1,413.785,0,1.22027,0,0,0,-84.7766,0,0.0272999,0,Mass,0.238195,0,--,--,0,0,0,0,01h36m47.84s,24.1993,+41d24m19.7s,41.4055,13.468,0,4.1,0,0,0,V (Johnson),6133.4,0,0,1.4158,0,0,1.64901,0,0,--,Hot_Neptune,271.377
15,7751,a,Direct Imaging,1,2416.02,0,3.17957,0,0,0,73.7337,0,0.0606548,0,Mass,0.364542,0,--,--,0,0,0,0,01h39m47.54s,24.9481,-56d11m47.0s,-56.1964,8.14664,0,5.76,0,0,0,V (Johnson),5090,0,0,0.734656,0,0,0.716486,0,0,--,Cold_Jupiter,333.188
16,7981,a,Direct Imaging,3,57.2307,0,0.268893,0,0,0,-103.996,0,0.00548653,0,Mass,0.107374,0,--,--,0,0,0,0,01h42m29.76s,25.624,+20d16m06.6s,20.2685,7.4677,0,5.24,0,0,0,V (Johnson),5192.6,0,0,0.791881,0,0,0.784263,0,0,--,Hot_Earth,76.3561
17,7981,b,Direct Imaging,3,6.42016,0,0.0625447,0,0,0,-105.882,0,0.0398918,0,Mass,0.295842,0,--,--,0,0,0,0,01h42m29.76s,25.624,+20d16m06.6s,20.2685,7.4677,0,5.24,0,0,0,V (Johnson),5192.6,0,0,0.791881,0,0,0.784263,0,0,--,Hot_Neptune,76.3561
18,7981,c,Direct Imaging,3,253.611,0,0.725446,0,0,0,-105.779,0,0.392958,0,Mass,0.60012,0,--,--,0,0,0,0,01h42m29.76s,25.624,+20d16m06.6s,20.2685,7.4677,0,5.24,0,0,0,V (Johnson),5192.6,0,0,0.791881,0,0,0.784263,0,0,--,Warm_Jupiter,76.3561
19,8102,a,Direct Imaging,2,22.5268,0,0.145654,0,0,0,-107.193,0,0.00244139,0,Mass,0.0819743,0,--,--,0,0,0,0,01h44m04.08s,26.017,-15d56m14.9s,-15.9375,3.64737,0,3.49,0,0,0,V (Johnson),5478.7,0,0,0.812354,0,0,0.74333,0,0,--,Hot_Earth,231.035
20,8102,b,Direct Imaging,2,437.097,0,1.05174,0,0,0,-107.165,0,0.015737,0,Mass,0.17387,0,--,--,0,0,0,0,01h44m04.08s,26.017,-15d56m14.9s,-15.9375,3.64737,0,3.49,0,0,0,V (Johnson),5478.7,0,0,0.812354,0,0,0.74333,0,0,--,Warm_Neptune,231.035
21,10644,a,Direct Imaging,4,127.95,0,0.503381,0,0,0,112.997,0,0.00600076,0,Mass,0.110628,0,--,--,0,0,0,0,02h17m03.23s,34.2635,+34d13m27.2s,34.2242,10.846,0,4.84,0,0,0,V (Johnson),5865.8,0,0,1.03942,0,0,1.02671,0,0,--,Hot_Earth,86.408
22,10644,b,Direct Imaging,4,16.8298,0,0.130193,0,0,0,111.855,0,0.00616794,0,Mass,0.111646,0,--,--,0,0,0,0,02h17m03.23s,34.2635,+34d13m27.2s,34.2242,10.846,0,4.84,0,0,0,V (Johnson),5865.8,0,0,1.03942,0,0,1.02671,0,0,--,Hot_Earth,86.408
23,10644,c,Direct Imaging,4,1333.62,0,2.40191,0,0,0,113.343,0,0.00418433,0,Mass,0.098101,0,--,--,0,0,0,0,02h17m03.23s,34.2635,+34d13m27.2s,34.2242,10.846,0,4.84,0,0,0,V (Johnson),5865.8,0,0,1.03942,0,0,1.02671,0,0,--,Cold_Earth,86.408
24,10644,d,Direct Imaging,4,2408.12,0,3.56168,0,0,0,115.674,0,0.0309708,0,Mass,0.256001,0,--,--,0,0,0,0,02h17m03.23s,34.2635,+34d13m27.2s,34.2242,10.846,0,4.84,0,0,0,V (Johnson),5865.8,0,0,1.03942,0,0,1.02671,0,0,--,Cold_Neptune,86.408
25,12114,a,Direct Imaging,6,13.4484,0,0.0976757,0,0,0,21.6823,0,0.00150763,0,Mass,0.0698067,0,--,--,0,0,0,0,02h36m04.89s,39.0204,+06d53m12.7s,6.88687,7.20877,0,5.79,0,0,0,V (Johnson),5008.2,0,0,0.687382,0,0,0.661309,0,0,--,Hot_Earth,33.8774
26,12114,b,Direct Imaging,6,6.03721,0,0.057266,0,0,0,21.1497,0,0.00376377,0,Mass,0.0946977,0,--,--,0,0,0,0,02h36m04.89s,39.0204,+06d53m12.7s,6.88687,7.20877,0,5.79,0,0,0,V (Johnson),5008.2,0,0,0.687382,0,0,0.661309,0,0,--,Hot_Earth,33.8774
27,12114,c,Direct Imaging,6,178.483,0,0.547525,0,0,0,17.6708,0,0.00052412,0,Mass,0.0490842,0,--,--,0,0,0,0,02h36m04.89s,39.0204,+06d53m12.7s,6.88687,7.20877,0,5.79,0,0,0,V (Johnson),5008.2,0,0,0.687382,0,0,0.661309,0,0,--,Warm_Earth,33.8774
28,12114,d,Direct Imaging,6,57.073,0,0.256031,0,0,0,18.8385,0,0.0210323,0,Mass,0.205212,0,--,--,0,0,0,0,02h36m04.89s,39.0204,+06d53m12.7s,6.88687,7.20877,0,5.79,0,0,0,V (Johnson),5008.2,0,0,0.687382,0,0,0.661309,0,0,--,Hot_Neptune,33.8774
29,12114,e,Direct Imaging,6,9.89713,0,0.0796181,0,0,0,17.6617,0,0.25815,0,Mass,0.527911,0,--,--,0,0,0,0,02h36m04.89s,39.0204,+06d53m12.7s,6.88687,7.20877,0,5.79,0,0,0,V (Johnson),5008.2,0,0,0.687382,0,0,0.661309,0,0,--,Hot_Jupiter,33.8774
30,12114,f,Direct Imaging,6,16.4603,0,0.111763,0,0,0,18.3174,0,0.440929,0,Mass,0.623677,0,--,--,0,0,0,0,02h36m04.89s,39.0204,+06d53m12.7s,6.88687,7.20877,0,5.79,0,0,0,V (Johnson),5008.2,0,0,0.687382,0,0,0.661309,0,0,--,Hot_Jupiter,33.8774
31,12777,a,Direct Imaging,5,42.3902,0,0.257869,0,0,0,110.681,0,0.00305425,0,Mass,0.0883282,0,--,--,0,0,0,0,02h44m11.99s,41.0499,+49d13m42.4s,49.2284,11.2322,0,4.1,0,0,0,V (Johnson),6223.2,0,0,1.27305,0,0,1.34,0,0,--,Hot_Earth,116.517
32,12777,b,Direct Imaging,5,700.989,0,1.67377,0,0,0,109.085,0,0.000667062,0,Mass,0.0531929,0,--,--,0,0,0,0,02h44m11.99s,41.0499,+49d13m42.4s,49.2284,11.2322,0,4.1,0,0,0,V (Johnson),6223.2,0,0,1.27305,0,0,1.34,0,0,--,Warm_Earth,116.517
33,12777,c,Direct Imaging,5,470.604,0,1.28329,0,0,0,109.53,0,0.00230873,0,Mass,0.0804617,0,--,--,0,0,0,0,02h44m11.99s,41.0499,+49d13m42.4s,49.2284,11.2322,0,4.1,0,0,0,V (Johnson),6223.2,0,0,1.27305,0,0,1.34,0,0,--,Warm_Earth,116.517
34,12777,d,Direct Imaging,5,507.175,0,1.34894,0,0,0,107.945,0,0.0146179,0,Mass,0.166693,0,--,--,0,0,0,0,02h44m11.99s,41.0499,+49d13m42.4s,49.2284,11.2322,0,4.1,0,0,0,V (Johnson),6223.2,0,0,1.27305,0,0,1.34,0,0,--,Warm_Neptune,116.517
35,12777,e,Direct Imaging,5,1493.22,0,2.77101,0,0,0,107.825,0,0.0185265,0,Mass,0.190863,0,--,--,0,0,0,0,02h44m11.99s,41.0499,+49d13m42.4s,49.2284,11.2322,0,4.1,0,0,0,V (Johnson),6223.2,0,0,1.27305,0,0,1.34,0,0,--,Cold_Neptune,116.517
36,12843,a,Direct Imaging,3,139.465,0,0.574995,0,0,0,110.685,0,0.00174661,0,Mass,0.0733156,0,--,--,0,0,0,0,02h45m06.19s,41.2758,-18d34m21.2s,-18.5726,13.9743,0,4.47,0,0,0,V (Johnson),6361.8,0,0,1.30389,0,0,1.35177,0,0,--,Hot_Earth,260.593
37,12843,b,Direct Imaging,3,34.3763,0,0.226044,0,0,0,107.049,0,0.00137998,0,Mass,0.0677781,0,--,--,0,0,0,0,02h45m06.19s,41.2758,-18d34m21.2s,-18.5726,13.9743,0,4.47,0,0,0,V (Johnson),6361.8,0,0,1.30389,0,0,1.35177,0,0,--,Hot_Earth,260.593
38,12843,c,Direct Imaging,3,72.302,0,0.371068,0,0,0,110.99,0,0.0261707,0,Mass,0.232514,0,--,--,0,0,0,0,02h45m06.19s,41.2758,-18d34m21.2s,-18.5726,13.9743,0,4.47,0,0,0,V (Johnson),6361.8,0,0,1.30389,0,0,1.35177,0,0,--,Hot_Neptune,260.593
39,14632,a,Direct Imaging,4,276.968,0,0.897263,0,0,0,90.4979,0,0.00724984,0,Mass,0.117826,0,--,--,0,0,0,0,03h09m04.02s,47.2668,+49d36m47.8s,49.6133,10.5341,0,4.05,0,0,0,V (Johnson),5909,0,0,1.25626,0,0,1.4146,0,0,--,Hot_Earth,295.782
40,14632,b,Direct Imaging,4,12.1066,0,0.111339,0,0,0,91.5208,0,0.00395532,0,Mass,0.0962776,0,--,--,0,0,0,0,03h09m04.02s,47.2668,+49d36m47.8s,49.6133,10.5341,0,4.05,0,0,0,V (Johnson),5909,0,0,1.25626,0,0,1.4146,0,0,--,Hot_Earth,295.782
41,14632,c,Direct Imaging,4,14.982,0,0.128336,0,0,0,92.0394,0,0.0191568,0,Mass,0.194547,0,--,--,0,0,0,0,03h09m04.02s,47.2668,+49d36m47.8s,49.6133,10.5341,0,4.05,0,0,0,V (Johnson),5909,0,0,1.25626,0,0,1.4146,0,0,--,Hot_Neptune,295.782
42,14632,d,Direct Imaging,4,14.0512,0,0.122964,0,0,0,89.8357,0,0.00974216,0,Mass,0.132195,0,--,--,0,0,0,0,03h09m04.02s,47.2668,+49d36m47.8s,49.6133,10.5341,0,4.05,0,0,0,V (Johnson),5909,0,0,1.25626,0,0,1.4146,0,0,--,Hot_Neptune,295.782
43,15457,a,Direct Imaging,5,38.0984,0,0.218229,0,0,0,-132.582,0,0.000551642,0,Mass,0.0499287,0,--,--,0,0,0,0,03h19m21.70s,49.8404,+03d22m12.7s,3.3702,9.15919,0,4.84,0,0,0,V (Johnson),5616.9,0,0,0.955221,0,0,0.947181,0,0,--,Hot_Earth,88.6191
44,15457,b,Direct Imaging,5,10.3308,0,0.0914248,0,0,0,-133.531,0,0.00577435,0,Mass,0.109219,0,--,--,0,0,0,0,03h19m21.70s,49.8404,+03d22m12.7s,3.3702,9.15919,0,4.84,0,0,0,V (Johnson),5616.9,0,0,0.955221,0,0,0.947181,0,0,--,Hot_Earth,88.6191
45,15457,c,Direct Imaging,5,566.287,0,1.31927,0,0,0,-131.598,0,0.00339142,0,Mass,0.0914658,0,--,--,0,0,0,0,03h19m21.70s,49.8404,+03d22m12.7s,3.3702,9.15919,0,4.84,0,0,0,V (Johnson),5616.9,0,0,0.955221,0,0,0.947181,0,0,--,Warm_Earth,88.6191
46,15457,d,Direct Imaging,5,662.168,0,1.46427,0,0,0,-131.983,0,0.000636149,0,Mass,0.0523582,0,--,--,0,0,0,0,03h19m21.70s,49.8404,+03d22m12.7s,3.3702,9.15919,0,4.84,0,0,0,V (Johnson),5616.9,0,0,0.955221,0,0,0.947181,0,0,--,Warm_Earth,88.6191
47,15457,e,Direct Imaging,5,56.5217,0,0.283869,0,0,0,-133.423,0,0.0491107,0,Mass,0.333161,0,--,--,0,0,0,0,03h19m21.70s,49.8404,+03d22m12.7s,3.3702,9.15919,0,4.84,0,0,0,V (Johnson),5616.9,0,0,0.955221,0,0,0.947181,0,0,--,Hot_Neptune,88.6191
48,15510,a,Direct Imaging,3,7.53731,0,0.072199,0,0,0,-35.2349,0,0.000523555,0,Mass,0.0490666,0,--,--,0,0,0,0,03h19m55.65s,49.9819,-43d04m11.2s,-43.0698,6.05987,0,4.26,0,0,0,V (Johnson),5525.1,0,0,0.883773,0,0,0.849209,0,0,--,Hot_Earth,269.845
49,15510,b,Direct Imaging,3,660.036,0,1.42374,0,0,0,-34.4154,0,0.000576473,0,Mass,0.0506669,0,--,--,0,0,0,0,03h19m55.65s,49.9819,-43d04m11.2s,-43.0698,6.05987,0,4.26,0,0,0,V (Johnson),5525.1,0,0,0.883773,0,0,0.849209,0,0,--,Cold_Earth,269.845
50,15510,c,Direct Imaging,3,522.631,0,1.21857,0,0,0,-34.0893,0,0.00989788,0,Mass,0.133398,0,--,--,0,0,0,0,03h19m55.65s,49.9819,-43d04m11.2s,-43.0698,6.05987,0,4.26,0,0,0,V (Johnson),5525.1,0,0,0.883773,0,0,0.849209,0,0,--,Warm_Neptune,269.845
51,16852,a,Direct Imaging,4,89.7526,0,0.435489,0,0,0,99.5577,0,0.00622364,0,Mass,0.111982,0,--,--,0,0,0,0,03h36m52.38s,54.2183,+00d24m06.0s,0.401662,13.7193,0,4.29,0,0,0,V (Johnson),5983,0,0,1.36779,0,0,1.61123,0,0,--,Hot_Earth,37.8093
52,16852,b,Direct Imaging,4,2922.66,0,4.44083,0,0,0,98.4332,0,0.00101875,0,Mass,0.0612568,0,--,--,0,0,0,0,03h36m52.38s,54.2183,+00d24m06.0s,0.401662,13.7193,0,4.29,0,0,0,V (Johnson),5983,0,0,1.36779,0,0,1.61123,0,0,--,Cold_Earth,37.8093
53,16852,c,Direct Imaging,4,183.529,0,0.701587,0,0,0,96.2869,0,0.0306728,0,Mass,0.25459,0,--,--,0,0,0,0,03h36m52.38s,54.2183,+00d24m06.0s,0.401662,13.7193,0,4.29,0,0,0,V (Johnson),5983,0,0,1.36779,0,0,1.61123,0,0,--,Hot_Neptune,37.8093
54,16852,d,Direct Imaging,4,90.261,0,0.437132,0,0,0,100.308,0,0.0191139,0,Mass,0.194298,0,--,--,0,0,0,0,03h36m52.38s,54.2183,+00d24m06.0s,0.401662,13.7193,0,4.29,0,0,0,V (Johnson),5983,0,0,1.36779,0,0,1.61123,0,0,--,Hot_Neptune,37.8093
55,17378,a,Direct Imaging,3,854.625,0,1.98132,0,0,0,-155.124,0,0.00166482,0,Mass,0.0721529,0,--,--,0,0,0,0,03h43m14.90s,55.8121,-09d45m48.2s,-9.7634,9.04323,0,3.52,0,0,0,V (Johnson),5014.5,0,0,1.42067,0,0,2.34915,0,0,--,Warm_Earth,35.6792
56,17378,b,Direct Imaging,3,1828.01,0,3.28919,0,0,0,-154.71,0,0.00122909,0,Mass,0.0652119,0,--,--,0,0,0,0,03h43m14.90s,55.8121,-09d45m48.2s,-9.7634,9.04323,0,3.52,0,0,0,V (Johnson),5014.5,0,0,1.42067,0,0,2.34915,0,0,--,Cold_Earth,35.6792
57,17378,c,Direct Imaging,3,93.0753,0,0.451849,0,0,0,-157.841,0,0.887087,0,Mass,0.859375,0,--,--,0,0,0,0,03h43m14.90s,55.8121,-09d45m48.2s,-9.7634,9.04323,0,3.52,0,0,0,V (Johnson),5014.5,0,0,1.42067,0,0,2.34915,0,0,--,Hot_Jupiter,35.6792
58,17651,a,Direct Imaging,3,33.9348,0,0.239842,0,0,0,73.1266,0,0.000422051,0,Mass,0.0456653,0,--,--,0,0,0,0,03h46m50.89s,56.712,-23d14m59.0s,-23.2497,17.9244,0,4.22,0,0,0,V (Johnson),6568.6,0,0,1.59832,0,0,1.83732,0,0,--,Hot_Earth,239.322
59,17651,b,Direct Imaging,3,1148.36,0,2.50927,0,0,0,72.6973,0,0.00538646,0,Mass,0.106717,0,--,--,0,0,0,0,03h46m50.89s,56.712,-23d14m59.0s,-23.2497,17.9244,0,4.22,0,0,0,V (Johnson),6568.6,0,0,1.59832,0,0,1.83732,0,0,--,Warm_Earth,239.322
60,17651,c,Direct Imaging,3,21294.4,0,17.5794,0,0,0,74.3201,0,0.0308424,0,Mass,0.255394,0,--,--,0,0,0,0,03h46m50.89s,56.712,-23d14m59.0s,-23.2497,17.9244,0,4.22,0,0,0,V (Johnson),6568.6,0,0,1.59832,0,0,1.83732,0,0,--,Cold_Neptune,239.322
61,19849,a,Direct Imaging,7,25.2194,0,0.154925,0,0,0,12.4979,0,0.00847403,0,Mass,0.124116,0,--,--,0,0,0,0,04h15m16.32s,63.818,-07d39m10.3s,-7.65287,5.04439,0,4.43,0,0,0,V (Johnson),5231,0,0,0.779959,0,0,0.752623,0,0,--,Hot_Earth,120.292
62,19849,b,Direct Imaging,7,25.7544,0,0.157108,0,0,0,14.7445,0,0.00104852,0,Mass,0.0618478,0,--,--,0,0,0,0,04h15m16.32s,63.818,-07d39m10.3s,-7.65287,5.04439,0,4.43,0,0,0,V (Johnson),5231,0,0,0.779959,0,0,0.752623,0,0,--,Hot_Earth,120.292
63,19849,c,Direct Imaging,7,173.27,0,0.559904,0,0,0,12.8133,0,0.00516963,0,Mass,0.105265,0,--,--,0,0,0,0,04h15m16.32s,63.818,-07d39m10.3s,-7.65287,5.04439,0,4.43,0,0,0,V (Johnson),5231,0,0,0.779959,0,0,0.752623,0,0,--,Warm_Earth,120.292
64,19849,d,Direct Imaging,7,128.307,0,0.458281,0,0,0,14.6292,0,0.0260855,0,Mass,0.232081,0,--,--,0,0,0,0,04h15m16.32s,63.818,-07d39m10.3s,-7.65287,5.04439,0,4.43,0,0,0,V (Johnson),5231,0,0,0.779959,0,0,0.752623,0,0,--,Hot_Neptune,120.292
65,19849,e,Direct Imaging,7,161.546,0,0.534352,0,0,0,13.5808,0,0.00940124,0,Mass,0.129531,0,--,--,0,0,0,0,04h15m16.32s,63.818,-07d39m10.3s,-7.65287,5.04439,0,4.43,0,0,0,V (Johnson),5231,0,0,0.779959,0,0,0.752623,0,0,--,Warm_Neptune,120.292
66,19849,f,Direct Imaging,7,165.264,0,0.542519,0,0,0,12.4003,0,0.0144008,0,Mass,0.165274,0,--,--,0,0,0,0,04h15m16.32s,63.818,-07d39m10.3s,-7.65287,5.04439,0,4.43,0,0,0,V (Johnson),5231,0,0,0.779959,0,0,0.752623,0,0,--,Warm_Neptune,120.292
67,19849,g,Direct Imaging,7,384.41,0,0.952416,0,0,0,12.4088,0,0.0437602,0,Mass,0.311909,0,--,--,0,0,0,0,04h15m16.32s,63.818,-07d39m10.3s,-7.65287,5.04439,0,4.43,0,0,0,V (Johnson),5231,0,0,0.779959,0,0,0.752623,0,0,--,Warm_Neptune,120.292
68,23693,a,Direct Imaging,5,147.171,0,0.564622,0,0,0,106.535,0,0.000962181,0,Mass,0.0601013,0,--,--,0,0,0,0,05h05m30.66s,76.3777,-57d28m21.7s,-57.4727,11.6509,0,4.71,0,0,0,V (Johnson),6174,0,0,1.10869,0,0,1.06453,0,0,--,Hot_Earth,102.3
69,23693,b,Direct Imaging,5,84.849,0,0.391117,0,0,0,104.567,0,0.000825643,0,Mass,0.0571122,0,--,--,0,0,0,0,05h05m30.66s,76.3777,-57d28m21.7s,-57.4727,11.6509,0,4.71,0,0,0,V (Johnson),6174,0,0,1.10869,0,0,1.06453,0,0,--,Hot_Earth,102.3
